cooler_id,failure_probability
f848ead522be3aed0768e5f4775abc062152f6c5c097a86e9e2d29aec897ced8,0.0050
695fb0b282b117c3edf6af786493d363f5edfbae4a1554e585685a01fef4bcd6,0.0050
b25dd3bed1378b32b57a2e8801ff64cb4b70ced12f3ba82f1fba0de725ab9073,0.0050
c62086b13bc2e4a59d0f04f1a36aa7839d3939e7580e920d686e197fe9009a8e,0.0050
a6464c18dd2ff37e538587d68f82eb396aca3f559fd1f0251e8d38c9d7c7f12b,0.0049
f10f12d2ee7d4abfd13a203654e190675dfe53bc81ed404a8394fc1ada5cc47b,0.0049
54e9021c25a8976b6a3f02ccef1f18e2f0cc01597c43117e638b313a05a23b27,0.0049
8ad8e8385f53da33d6a76e08cbd508fb8c7e1a597368839b93f63c44ad0c9ae5,0.0049
95f60371af7048736a100c8d715a40577e6945325fe587d56e4f9d825ab64194,0.0049
d93585735e6293c2513c4455947cb1bfa3c41a31ffa0e87fe15c6d52f8c1e36a,0.0049
213b9e577093c6398bd2b471165c98032b34c481a12ee8dc0a16fe1b10cb5eaf,0.0049
5be8168b4fcc77888cc44780c574917195e4ac3423905093f79ca28c44c30f0e,0.0048
c33d00f745d759e6a19635f414b71d7779136505378a2384c96ae965e0a3a4eb,0.0048
8b8c9ea878c7f789428f29c933a31553ac549430b641a154180a752598bc3c2b,0.0048
7a451fe6ff2340f7891e6fd6be5fd30d1cce289e0b48c474cff63f494b6d38b2,0.0048
74c2316fff69c1fefc7457971c210a9eba0779e8f9add2a213c5b8da1e523d5c,0.0048
9c40fd6227a9c55074cd6fcb2a09bed04a2aa11f4afced0690e429b1b84010e3,0.0048
83f5459093d3e9189182e34a0d6c9b9ca24270484781df51303dd3e535d805d3,0.0048
15d4b70af93e1d6c4face7c3c90b4bef3b84ab213fba82593d16d82924aa791f,0.0048
21c7463f281bfcc72256c4e4dad8869773a0cff39dc17f42bcd03d1f06d47238,0.0047
c7e0fd1ce49aca7084881238ab6b7c521690769e28d0d10cde0884a7bdda4bfa,0.0047
8956f9080f10dafd83b0a4bcc27e46397009c00f4ff2ba2b5515989eaa62abb3,0.0047
2a277119bc8b78320aa319bcfee4253cbe54d27e5576b9d6882a2c1db1de22ad,0.0047
dcaf1a79a5fd5c0db22de157aa2a93223b69b1ff7edef2ec6e3ff39a08f5fc2e,0.0047
a976d80752d4f7fbe84e5dd84c32d64139611c23bff82703b19f433ba8fa40ec,0.0047
3286b1445d6a38347e82f72973029fe6227b75ffddf5195e9774f9570f6ae3e2,0.0047
92b27e63e74807bd6df335fd16034b328f406be7b36ef9f4fdd4f900aafe4a97,0.0047
fbb94e1d1b049b9d36d245b4f4a0fabd44b201d72fd086fb6db1a94b8775eb0c,0.0046
42edb3c4f1feb601148493d052ee75295889ff6cebd78e3bf34def0fecfeb36f,0.0046
3dcc88438c451b10144d0100c43ad42f4eef76cd08c5dd3846d1179ba2ca453e,0.0046
68044fd647f53151e5318051852c1dc521d8f4d4a104ece36bd9a0b4e06dfe30,0.0046
446d00865e608230adf9f2a74b85fa6f1ece62cf038e832771506993a9dd2dc6,0.0046
3f86cca9542ffb301a08b93abf768494c48635c16c5bb0c6429bd467628a492d,0.0046
204710507ced8fcc2b0f3a819ff330e4b71c3cbf54aaa778f754e38e940330c3,0.0046
5afa9e7626d240762a03f1b0c7c14bcc334896c6ef673291fd689c1e9baad95d,0.0046
0b0ba33acf8b1dfd4f09fefccfbfe0868c8e395bcb87b9bb07686aa5debff3c1,0.0045
340e98f19acd14d9eecb4854added537afac279c3b8c5ead32c5363eb3b72773,0.0045
a04de222e59f7ff22922c8b6a3926a1e66a206aae351b1f77d69d16904da866f,0.0045
a4bbae10b882eaaa3f60e74017d0f400ddc84651eaa3365ad68b2c5dc00d204e,0.0044
589c67f8a0c7eb4295df91bf104eeeaf85d3c9fc2b4e59653e8201ce157d80e9,0.0044
1c7b973fae7fbc2758391ed9087cafd76a90048b75649d7fa881128f7dd1a8dc,0.0044
9d30a668b0306ea73378faebb4b4b6c47bb0ebc9e6061e9aaeff780beea3211c,0.0044
5a1cfdbcb71120b98408644968edb3188d09b685ea656bc03c89407b8ac82445,0.0044
1d90e82cecfd464faa70d20bdab721063722f7e3822ab4465c8ceaa49518cae0,0.0044
46a13c507ea4d65780a91189812682b7310f8804b9c4250a016e37b86fa731ec,0.0044
b9d73ca72dc5bc237b0547cc605b5fef859e9d19956aa42f50af84cc2de0d7c0,0.0044
0cd0658396389901352504a2be36582db87b2b269cefd9c8cb5e26edad3e438a,0.0044
8632dc411570700390d52d5ee69b742d9b1d83f522ddef9c4e8dc0d806ebc298,0.0043
be84de5ab22ae13ebde53de590dd0d6dd1e4ec8e3f1f7f00b1a17ecd0775c02e,0.0043
f2e39c2f80a704d27d8b8fa40bf4a4748cf3edcc66e4b6dd13899d59d786d70b,0.0043
408e31fc8df96c6bad58826dd0d5121278079941fa39e4d65d8abf6c36402f57,0.0043
abe3dd82af98266e4e005501464af4621d86f1a63df81b6b7c2a77af8873bef8,0.0043
b494f82555c651b401049866054062bc63ffb399b20a93f0129a56d4a01270b1,0.0042
f3645ceb136251175c5307cb9032a3cb29e7eef1e3e5a590c5d426dae729675c,0.0042
e06bf45ee0f113737f3db1073207528e635dab2ec412f13e3e3ac54997d0f6d8,0.0042
e4e412802176ccbb688055dc06454a1410e30da5556c1c542db5f35729867f29,0.0042
e7ac03ae1b9b8f33689ce025bcd4419906df6292288355d7af155bbc527176dc,0.0042
a97bc94c2089c4f55165b121b2126a1adbf834538b31c5545516a074f9061ef5,0.0041
3d75f6f39739f650a712aae3c5a2650794a8a64304351dd4cba9eb47d50ce2e8,0.0041
d23783bb570905a261b3048b0d70530d76d40160ddce2ded648a4cb8c0bb87cf,0.0041
8c7f45a4e4beba143654d8aedfe829899795fdd851c883a6a0748a8eb7ee21ad,0.0041
4a72ce283d4dbc385a782ef166ce2af246022dffbf843b591d0347fcdea4322c,0.0041
f701bdfdab0ecadca98db93d4ce5729b78ba4959ac5e6464287770e16c25342c,0.0041
f4d1f0444953e94282957e069278512641a9abdb0ce5fc15aa33fb09dde7d25e,0.0041
3730f8112075275d67d4df40270f00a92c926cc958f56cf17e8eea4e687a1c2e,0.0041
24278a898024283f0aa17e07f48c92f73e45fd8cbb129a6099a5d3738c2319ca,0.0041
6fd69bb1337d22539eb6542d65ab15d7765d51943bc500e2b0c6318d018c463e,0.0040
6e886c9430f4909ef255b59a605df14fd8f3896a22b75c25323a517be37f9b00,0.0040
cd6988bc65114f5a3a62c7f851d051a8d38db5db06407beba70d9c4485bfb05e,0.0040
ca26d75e916a9f52824315fe819f24f5b43b9ecd77b70aa1eb4dc4d0666bbe3c,0.0040
e7b92089645e5682f86599c895e3f920602e59bc242f010375c56ed2077725fc,0.0040
d8467610ed4e1ae5c852324fe584426c1ddbf1df2d9d039bea2290fb62b4f9e1,0.0040
2ce72eaeeba468f81a6fde8e88f07a6a43fe591dbc9fb68aac5bb04395b39bfb,0.0040
9afc98b7911f2a9863a4e4e6f0de52fd30b01fd324de6b917042b3c520c91971,0.0040
0c37a27d1103bff20955b97e4fb8012117ea1ac94edca4aeb2a430ce7e290a07,0.0039
5f7a58a6570d2fa8c421248708d1876a5e648dab1ef4f13c551f5949c236f293,0.0039
a5b60f172262d437b1485c77f67d1123ddd9178265ad4877b54c6ec72743ce6c,0.0039
a51d8c37217c415fc588e7f92d99314f927abdcfa1cbacb1b7b9837b71c9c874,0.0039
ed5f780b8b9565d4b3ea73859d5d6a054846b6f8665190a89b5013c3456be684,0.0039
9d2addfa4e0baaca36aabd5496669fe739c962e29a016eb9baacf0934f099595,0.0039
1a786103907785bb67d82ea0da053dd14f71944f1446b62fca7fa4ffe70a3c37,0.0039
f949ea6f307c291ee24c21630d3abb71c26245b12f1a0972dd22ce6a0cf33ee1,0.0039
42b1298d4df58f13729bb3f95c83737f50771554a6762814454ab42342a7448c,0.0039
c76a0d2f9aad6146d82c0ac73c15526bbff0b5d3b12664e9ae095734e6b49283,0.0039
a698b977b7423e56e59d21b885fdacd65b332a04b8cc86745e5c85a9647e07a6,0.0038
864e990ceaec59e86fd181ccdf5817724a4259b15bf87bb494895a826d9d8579,0.0038
1a0ae24ac0ee205b1b22b31e395eaf04405a3af3ea629e237631717c9d69e9e9,0.0038
1644e6650b5cc8e6e974b5f4ffddcd5664ecb0dadf2f06d12aa4dc5448340a76,0.0038
3eaf4cf54a9deeb968d038c50e11e2f1254b4bda83ebf0bd31640466bd09aae9,0.0038
0daadb60421d76dc5d2537a5d07c53c7e56eb52a36240a83ecbefee47ce6e76d,0.0038
69707c3606acdf40a1001f5541f8bbb532c0a767ed3b8b31a7dd354570a613c5,0.0037
2254884651b46eb63654ecff18d3ee8f8062630d0dfb2c263e69de8df9b54733,0.0037
4222a9c17b9faeb98bed1068c892c401c196fc7cc74e763fbb993242b9e36ce4,0.0037
91a2d09fc13f3437b0fdc73819e360ef3a13c9c288361677225037f4e019f36a,0.0037
c651bc86208d086f2a25512d989ecfdc603e155c173c01818d06de00fcc74cc0,0.0037
2d6cdaaa8f3259eed1eaf2c5468f2279908a6ee04c7c54d2648e03a5ffa2e2c6,0.0036
67f946930472ca74b0cb45d0badf27cbb126d757448b62020885df5b8043685a,0.0036
fb0ce18dd5351a0a77d8c962c397c0a99f4da619110d858726eaf2779c302c51,0.0036
f1adda13b8724c567edba580198f9033c68ea0fe78fd717ec0dc7a02016145f3,0.0036
07b4f1bf406f6309116d94ef82596beceb48063158710fd7139828294a36bb33,0.0036
76aa6265a6eafddba387d62a3276a259a4d0c1acfc4fa14ec8fb72c13b7984c5,0.0036
4ac968f3e32d366f29542dc91bddfacc7e3bf104ef3f85385e7b460561bb148f,0.0036
a96af12b0f5a64928e24d86bd7ee05ee2ed4c9a0b4cdefe1a9d8244a9a586616,0.0036
193a390e49216ba2087799cbe0ad711de7ad532fae8d799fc7f814b648087139,0.0036
026c27bea6c07c07d837557bc01d2475faa504cf9a4c81e0f5027399bfa382ab,0.0036
3b79ede7688b4ac4aaccc7ad49980c098ed95c33d584f210f0a63e944cb37abf,0.0035
a3bc16a791680e39adc53df51b77b7f3f2e72338b07295c96ffba3221fa14fc6,0.0035
df59a644852ed125ac64a15c4f02e783ef5f2d3f371055feaeb5e4bd93486e81,0.0035
246ad9858bc9ad136bb7a184030f99d1f51c593518d250b09d92d34383f92bb6,0.0035
668dd94152e313d714c388236997fcac7395a2a87453008f0d7cb6bc4652a7af,0.0035
e9add775fcb68bf104a6c4c1b2cb263ffce5c6be53c14b68fa06c3f83c554c91,0.0035
2c312ab9aa7b44db0f618be986d064f9562c829ddaae18ebca62b2e5564dbf30,0.0035
63be6820f255cddd8241eff5e358ccc32b2704028a03deb38b806c9ca36bc156,0.0035
bd7d4589987157910f954ba08376b6f06c932ddbd6d8cea2b2623e6bf6be64d8,0.0034
bc892082ae34a5a244ca08e75a8da1a7516fe040a72d19b07062214ef9bd2a43,0.0034
e3293ea7732f61b7e0e778b7d591846f8d1613f8a735dbf3008c5b46c1422fa0,0.0034
b4f5deb0db3bfd13f085f68490ea1d4ae57c9dc2116f57147a0705d159884492,0.0034
50222f55e2deaca9517ea490ff0bb6dd515b2a78f5e897f52e6c73ed809bfca9,0.0034
580ae513d4a8bf1fb22f13a8fbd7d6428114d8bc92d961a7986576a3a85078fb,0.0034
60ea7206cc6b81ccca6e6ecc76f17db9452e286c405d7c44448c2d3b9bfd1304,0.0034
94fd2f1906f79775c08e89bba5398ff8133b14c3a5445c1ab221e472a0dced4b,0.0034
74b772fa8e76393bc049cd2cbb175783e42eab9582f6e75990c3cb78b9f06cfe,0.0034
a63a95684650b0a4f6f60e8b286aa9a65f9b7400b6eb4f8ba9d5d61f35df3734,0.0034
d89ff8b5c620253bc93c65b1974997c99d22f58b97db4997b5aabe0fdd597d32,0.0034
395fb44f8da626667ba705c2d7ea456949ad82c2f1c607cad6d1072aefbd2100,0.0034
95e2058b353503b7394023cbd1250729a06281b5d98541fca77fad7954cfa29b,0.0033
d0608b3cfbe1c681118109229b204fb876ad8fd01bcdb23e59e88ee318046cfe,0.0033
0ac36fc71ea6cd891d0bad64fbd32a91729fdc7b4bdb9352de02bdf85ebb0e85,0.0033
68ead4d783be5412e00ee4640da42555e42706d05034c52360791602811cd9e9,0.0033
8c51e40b0d556c8f0661401cca8affb477029d953d5978634aaeba5acafd6dc9,0.0033
b89c9a92dafb15c0a066914e60db1cdb67e09681abbaece5631cbf9c0df87636,0.0033
4476a1e6336d517dd37a4356021605b4507048cfe98b7358c605a16409a70da7,0.0033
c66a47d80eb09e36b5750541c9d6639288c1c4578ee46a2a5f23e08a303c9b4f,0.0033
ae94a2eb49ce1c8923f3849130a3897d0d72c55db39d7e51577f4699f0ddb119,0.0033
9492ef7852ac7073c0964801bf1d0a366af96634053e215cb87b9035c92da554,0.0032
258d88cbbee2b5833c805ecf7e6625156e21dabc079237edd74997fd3ead19a1,0.0032
e090eaf1a0047993a75c4102a91bbc98657df3f1322f50866af9e97356c51461,0.0032
6876a437f2e8799156d4c10878006595cb45308dc2deb0acaed7e2e06c3c778d,0.0032
46de364f74b0322dcbb6974dc2d5eb80388dd02e3704628b5520663595ad1f6d,0.0032
19bd00fe821d965071a62923363812c707251ab3ddb4927a734319f50e16ffc8,0.0032
78265de0bd35d54d2c8eafe9fe47834d1fa353c4f82f06fbe739135dd7a62ead,0.0032
567f573a58f26197b05fe609e74fb6b2f8639f66c77951eb1d99ae6879c77aec,0.0032
dfd07f2593ec5a9899cb5edda87c166d20cd9f9bbe9dd23791cf034c3cccb2a7,0.0032
8b6689be94cf2413f4cc746eabd8584aa40f9ea0a7d6ef0e037967df43889652,0.0032
7e29cec0e71063f8e636ad5d5ddaf2eedb462bed97b0ea84eaba6b7ae43c0a73,0.0032
4f0e4c1e1aaabcdc8300994bb1de0244d6c82045f97fe7707a5e18f98c7e2cbb,0.0032
7f70772316d2720c1204006f03a772a3129bb9ecf82edb52a2395b02fa8d9f67,0.0032
5a60c6aae21a22d9fca8a863625b01fabba742f38a7070b3639fd6332970ebbe,0.0031
382d3a1f70dce66af7e5e098d523a5a99e14da4b31ad0db3dac24eff429fa9ab,0.0031
8e1bdae1c7396ab214ae52c3f812c92947b72c8cf03b30078a892b5d2bd22d37,0.0031
f32c3b09f95015b980ce5f10fab18515cde4f745613ec17aedda05cf2e4bf24a,0.0031
14c21e518af19ee1fa1559a0bd4165a43a8be4f87544581818b6e26f2a8f4373,0.0031
1d378a20b3dc124f13753f2affc48a1d256797992cc82daa1966d06a832911b0,0.0031
f7a8c822a81fdee288e0e30dab9ec7d6445a36ca0b6dc6f8a11c9a014fdd6d7a,0.0031
61a45e61b0b7b60a7aba29364dab599641a42a991077b4f9f542e59a289e3c50,0.0031
fbea13c8f617bbe6dd07f68073daccefd55da5211ac5a3a7bf5f42d4dcd9c330,0.0031
82ce1505483c1e7b62cf768547442a7b0db89546ae341c243766e3cbeadd0bae,0.0031
8a04d8c0034eba9f91abd9538924c9574764135c6779257dc3cc44f43215f243,0.0031
957862caee2f541daa349db08a13d23114569f813ffa362434a73d7be4723628,0.0031
c43d52e46a20d2f3a25b15f2e017186e8c9a27d7743dc7a8588edcf2d0d3b388,0.0031
835d07abc1084bfa90979e584bf344794a21d7ed638b192bc12735378de1bb97,0.0031
89a2cf68b63e8c5dc9ed03a6a3df074d4f24ee0dd7e67ab9add1b0e866231eed,0.0031
04b220b4e9e448dc62259b2c68451745055fde4122dd4199850ff18c0c0bd280,0.0030
f02606948d8ffd1169bdcc78845537c68d07dffcb6ff48761b91e3e68b7f04e4,0.0030
92bc757bf0897bf148a99068217885fbffa917a55a17f591580d888214a653e1,0.0030
a5a7503f158a9d8cc629567da8d7c9921abecdc670e5425fe0abe1f649e533ef,0.0030
8106546734e928fb2bf96679d32de936db44b194e303094bf0c37fdbc94edc1d,0.0030
3534a65ac89ddfd3f6bdc3c02fdb42db8aafd706ab62a35c1cc84bf568129757,0.0030
2e3547bc3463428b3d57bab8a762699eaccd7a10a1aff3347e39a6ed9ee412b8,0.0030
78ea565708ee6e3f898b24d54f6fb2f00a2ef1efd399c9d712c8df6569362fc9,0.0030
8127d606186b22422d4f1ee38570d0a242e1074cfb678e2f969ad6eb34d94d38,0.0030
cddfa9c6a84a811c70282df2c6272214167a382fbc068f7158ab091bbb80b926,0.0030
4cd1c7be7a576fd7597dd0f0572f361c5a68fad23eff8d6c7254632ff81e9cd9,0.0030
219065046117f38e1951b8cbf7585c84081d280afb6b799cda948f0dbd00788e,0.0030
8ea68b796f6f1e4aaa32c1beeabd5eaf7a555db657d2e6b61b04ccaa33be42d8,0.0030
6c88c0975d586a818774431487afdf7e0c33231c4e2d8221354c223e448194d9,0.0030
db4f01518b5c6854e723cdcd679019c296cf3d14c6f6b805810e57b55b2c4260,0.0030
3715f1ccfe55e4e4b826c15db4f96bab68ad078800511db420823cbc399054d5,0.0029
596e9455d9566a101140f997d1d03da79ce17fbd2725e97eb842ca476ca5b32a,0.0029
37d7d034cff16bc4d343c496399949ef44a5f4a5731f014da352dfb061c498b9,0.0029
823ddcf23b62ce6e041ce40739eb8067d388ffd5884cbcb2aacc6e06b030f800,0.0029
cec548be73b8ad9b7b7b39b7f6bef9f7c5be6d21e94fcf866584c9fd79bc21ee,0.0029
9d7c72ae5f31555db367bce6cafdd6b07ff51047603d06810dd60c6ce25e60de,0.0029
9bc39876697368b80960fec43c93682cf2ac6cb8b3a9d9af53c0b33bbe68ac55,0.0029
b1e53b920c10ad3008dbb688cf1798622ed2d1228f795714158ff0530b7edb73,0.0028
a4adb6d1f07b8356d2ca521bd1573e8d632c73595a3b209f485fe0a2547b90e4,0.0028
e311131843d259af10d29a233d9d14418b43cfc74f84015e7aa66c9fe0c82e42,0.0028
b465d74f73cf14db3b68f3907a6b77b9ef8d6cf8b17d285a23daf3bb16244a56,0.0028
54ba52ac9f5f3a8bdf5360e88d8775d6be71751a44bd003d45236ca03fb20340,0.0028
0717601d3b1cbfcd2b15f4e5893fe6f8dcbe4ec1e464c9b279afaa5b86a235e0,0.0028
5b8d543236930af82cd572654f044a196b67f7f6ef7ffc05d96421e2ee99c03e,0.0028
319c7abd108c70e783024cc717b26a599d7d018cabf400adb3dbfe9e1337490e,0.0027
f8e05feca4972b8de9aab8ee159d6640a28e47d3ac3e9897ba31aea8780952e0,0.0027
a28b05eb596cd00ba92c77b76a19e7c42955dec23bd44672562790bbcc501e2b,0.0027
5bf656df40755c1d3c3c82fa6de3cd16dcf12f6d3cce977c85668be93ec8a69d,0.0027
23ca370407ca37b61008e39d7434bb357eeb7549d9d928e2ff27d46fde311ae9,0.0027
9c90a84b0a6b46c679971e2dc17e407a42f00c6efe96c42f1ed0c63d42c5e8e1,0.0027
76225843434ed29761b79b43ee3ec3fd94ed6c3f23571e17d0e53929b624e1a1,0.0027
ce997ece1abee96bdc91400715ab1f07c6077025aa4c26ebbdd1fd5a19d76701,0.0027
d039b51ec028b5a6806933b57b5bc284a6c0835bab66ce4170ca11e6b69f2414,0.0027
9135d3fab73496a41276d17cf126bcd3ec0edeaba3b10da8cede7abaf35ed94f,0.0027
cc4090977eb330b1a41a060e572835fb0ad255e9423af8b065bd86ac53ce691b,0.0027
4da3d6e6f87e89672e6ad790a2046d61226bdba7c6c6522545f25ea1cbc75883,0.0027
da7239fb5177d0ae430dddc667250d853f065d181ff176cb4e720eb5303cd9fb,0.0027
f1b2801d5de0c980c1eba8757406d23bf8dd51d5407c11f2e68ff914f2f190e9,0.0027
1db72ed5633866d9f396c7cabcfd126dad17b07dfe4f4778c73bd01deaa142d6,0.0027
1053301c21bc1f8fd140ef96f27b604a5984aef37897353f9651a44b5f38f8af,0.0027
d06e5bdec306f36b873860d63430a7cef903627cf5a0f5945cffc9e68e60edbe,0.0027
37dce4d73cf1737ee7ee446f6e662d29d94b95e66f5ec341c3216b6a6521dc75,0.0027
7fbeeac12af55ff96d334edffc1aa2995e0ea1789a5f2aa27823b964abf62807,0.0027
f41671aae78e202e5e39be815993964c50c6b126855b475deebe01a47596446a,0.0027
0edc24ad108880c8d99c914c32abf0a03fe2c68012e1c1d6b7ed6c178f652e63,0.0027
0474c1a68147f7c986d3066833e5b763b189bbd781c10e2cedb43815f70da026,0.0027
2b3a6821ce0673493c444861378205ff0f3e90bf9afd0ca625e9084063961e54,0.0027
cf1dc69b38596e1db74d65069d6a8f2eee227e945f32740442b5ac89e59aa5d2,0.0026
fb137f48518c4c90f5f7b70e67062c2f779b13d593cc3cba3f90e8ef82623bd5,0.0026
d9c9e358bd0649e2b96c66d40d613fd57890103330bd6b97fe590ca93d19c60d,0.0026
cc180072c7b1a4439cd3be9a315efd8546f8acba277b469126257e45e713fa7b,0.0026
e3b82505f6eea30f5e74e476db39a63b5e21cc728b51248baa45fff9e7a827f6,0.0026
f4de613674122f17a2373adbcf67026fb33ee61e11bfe9d30581314fe7610e40,0.0026
684aabb2870d3bf3e1ca1ef0815557e92571819deccc94afa5175305854bce43,0.0026
2a86633cd653719875f3caafad008142a2a3cd57b734404833ed0c16cc23e029,0.0026
b1290514269f10d6efc01ce6d8c41076f75efa914843878b0ad8bba0ce8843fc,0.0026
33e1d916faf7289cfba460c49798fe43b028d97c81386902f6405f01fb2b47e9,0.0026
292d1fd1ba4f7b7920ca226960095aeb76a452e1fd924da28da93f9f6f45dbc3,0.0026
8fd187679cb30ca4abb8b7f635bfc89ec11760560ce6bf748f0de5c1476796da,0.0026
d7a10f37fb6d4b91fde198fbb0a45d2a829e3148c9c2e5fab83ca044bea2c74f,0.0026
f0c11da904ec90cd512e4e5fa72e51ae9c2391beaeb00be07a13c6ff6e8c989e,0.0026
bf0e3a630c46e028251f64af3682fe3eb9da5fe0deb46da0f477cea3e236bfb3,0.0026
b1e06c778a5c8689b315e99ca21648e35f52bdb09d27a8060f00df9d4452c7cb,0.0026
0d6b4682b5bab2476effd2c23d1997f3394703540d7da8861490b0e369d5725f,0.0026
0441ca72d2819145ae4f5ba87bd58e078df0f6d70c48a271be4850e1ef652205,0.0025
2c162d0d9b06ccccd3106836e4ad55ff6267b5fa861327053a2f27af86039fb0,0.0025
263230009944d2daa455c037c0ea480cf79a4196ea54f48aa31a5cab17cebb4b,0.0025
6605f4b3769a66243a6da7efa0b057b2b6825d6bf806f4c20e072be7e78eccb1,0.0025
fe4a4ea54d20a7a818b92a77539158a90bbee410b466ab1d6ddd663c4580aafa,0.0025
939594f47ecb7925a4032bb621600331117f9164eecd60e8c89a28f51fd34d12,0.0025
fc1a23ed112cc52b4af3f56fcb6271a721c8f1425e691c27a24dc4f0bcd8c168,0.0025
6e58cefe09576688d47a94fe50446b744f935fe0ebcef9ad6bac8627c164c815,0.0025
0603a130b895b310a3182e3076bfc6152eca8df39ee5ec78faf70221ba972a31,0.0025
69e12161baba8d9119a24e2b4bf88c69b0c4030fa288c880cd1abadae538d4bd,0.0025
91716abfbf70d766f31cd57b73e303bafb5cc01473c775e8f41fdc5071b54d5f,0.0025
3ce6418979c712b8e88c6bed51d32c907770b3384e8683ec2524a3cc0f04e424,0.0025
1aa11d2bfb300edbce5c8660fe2b4d6b87434f9afd089fceeb177720a3e136b2,0.0025
59338051ff743b88e15e4117deceaadfa20ccaab18d36b144df3a54ea67e3844,0.0025
a6f6450a1af08e38a8a58b07aeefc26e9783e35d85ff151f3f42fe035c5a95df,0.0025
ce735cc6e2dbc78d51d57e49916b06a5004c7bf2255fddc79041aae5ab3bda69,0.0025
1df1e0c528f90dcd256e6dfb66fe91b6a337b304f48ddc7fc3787833a5b24b7f,0.0025
dfe30f1a4a20aeb28e2fe5d93ea427d5f64c33a7d07818f034e9336c65057546,0.0025
d2f91656033bfd584d89260ee3e70c81afd42e6eec8e3d150b8d900589e7cd49,0.0025
5a4cfd93dbbb0648b81b57003d1dc809f2a42e3fbd513e11419ef6058902ae9a,0.0025
e1fd1cdf2bfb8cbf4b74688cad671fb528a59d608ea22a6111c8d9f97d2dd956,0.0025
c0e091817917e731ad7c8fc09c18d86e51ea152b84e8cb87f11023b3d2a0c122,0.0025
87536434e8d5f6a8be4a338486381d8754993a73467bd1ef3cb3d7882392eec6,0.0024
46ddc8993a9aa32af56dc13954f78275ac0fad01da04acb23e673dfd0159543e,0.0024
ba69e9f88a14fd7dc825b70838a09a3792f3f4516b2ebee81353ebcf71efff0f,0.0024
67433026da3d843a2b66f1ad79ec91f5610d66f4c6cf39dafd11871a6cf94cf9,0.0024
c022b51d925b5bde62f0ecb71a1eda771fb4071893f8a672b44757371bfe89f8,0.0024
f4153378a0c2660105e94518b72d67c8e5b57508a15194b8a23f1375c9405c02,0.0024
45a3a223c403be8a24247568b09a845e6147d15f0d467439b97e5ad142af6fde,0.0024
22a19027e288a5f7ff20363c86f341eea6c74a3d792d70cb6c60ad2c947034ce,0.0024
ad596007ada14362cb17b6972f3d6ef8e23a68d689647f7d923f27bd93458d7c,0.0024
f5416ff2aec089741f0a4905863b8081636926547bce3d478be1aac161babef1,0.0024
43c91253d82b4cdf2d2e827358efd29d74bc2c0e4bc048a2452efb2ab75042bd,0.0024
4c7c1bd1fd6dab130a065200ba01bc272f5c5ea25ef659f1de6295c42b3f29fd,0.0024
4435edb511a3e286e9245122a229ec2caef505c3a8b0d2ad16ee9e07c724ab1b,0.0024
5cbb2c58758bdb54803003389d4abd2438101eb8da835b51caa4da33ce5bd3d7,0.0024
3973d90cf9745d69d05e2a92993ae27ae428a22f71d3170845d956fae9744239,0.0024
77af2803e3b6077d4bd46bbbe369f4dded4787ea080af827224b78ae8a85d3e5,0.0024
3de6077fcbd2fe9a8985a4ff847cfdf334031f41ff9a66656c0ee5d35a57f5a2,0.0024
86423654d8109ef8d4c2bbc25328e386f801183965d62d84f9ded293d5044887,0.0023
6d5e361cc364f27527240d8c437b53cbe8cd3c55036e24018e1ac44460fd0fbf,0.0023
0ae9262e28f6182e056ea8e95272a7c21dd2dadb06f1ba9e8ab3805077d70d04,0.0023
0f91d46c216fcdc5ea9af990a2a105a95ba6fd9e1f74f017a5fe1fbf39da515c,0.0023
4d0c19b190f10d743b3719c724f1c2dec5fed0f1f16e2e59a5145ecb99fa73ae,0.0023
51acd7bdf1c17f571df58541440547e2bf6e30e322cd1c9dee9bbb7872c6474d,0.0023
0ca721c729cc5869c75ec6bfd2bd4c7cc9408a542529c78c64e82a4f4087743a,0.0023
05626dc0006bbcbef9923377379b85409dcb9cca1983fe50be5192795d7da69f,0.0023
baa09f069c19c61ec2ed5fcbce9fd8d6fb45c1572c6a42e52a773da0c041b8db,0.0023
bf3abc650560fbef27bb59be4985a516a37f49aeceefb81618fd134e5d0af189,0.0023
0fa37e4822bd40898ea3ae351c6431dfa2e0fc91f8677b56d1a1a0086d571939,0.0023
c70b3ff4af875abc3f847b40762b60d594e0c25164852aa3dffaf4586bd84cfc,0.0023
6965f43a42e63ddf98fffba143ad3f8a987cc7f13a196fdc43a19fe6e66db2ba,0.0023
05ac934f55194f5edef7656b8202c082590e3bf398db3830ef518fe9a5b0d7bd,0.0023
06bcfe4ecd3faf18e1682fea8bce80439a0373c4c0daa0331d6023d1c2da1cfd,0.0023
82a68fd810f85ee386363ff4ad0537b50fb5b26d6154e3bd5248021b023a8544,0.0023
16587edae8b47f4a58e7b4a915bd391275fbeeb7ecf56166f21715a003b394dc,0.0023
52837e39b58bf7caddcba2462561999effd31524f281d32f266a76f097be9c45,0.0023
56367f95ab2c21dcc05723db17f41a22592976cd401d0da7eb3c4d2bd22a7022,0.0023
9a5e76be07f59305a9687182cf4ce8fec18a3cba8aad3a302349fc850e5e71f5,0.0023
d07732e95faf275d7b7013c46b7c6b1c35632c31c82573866926af88865b46c3,0.0023
